"#OTU_ID"	"EXPERIMENT_3_T_A01"	"EXPERIMENT_3_T_A02"	"EXPERIMENT_3_T_A03"	"EXPERIMENT_3_T_A04"	"EXPERIMENT_3_T_A05"	"EXPERIMENT_3_T_A06"	"EXPERIMENT_3_T_A07"	"EXPERIMENT_3_T_A08"	"EXPERIMENT_3_T_A09"	"EXPERIMENT_3_T_A10"	"EXPERIMENT_3_T_B01"	"EXPERIMENT_3_T_B02"	"EXPERIMENT_3_T_B03"	"EXPERIMENT_3_T_B04"	"EXPERIMENT_3_T_B05"	"EXPERIMENT_3_T_B06"	"EXPERIMENT_3_T_B07"	"EXPERIMENT_3_T_B08"	"EXPERIMENT_3_T_B09"	"EXPERIMENT_3_T_B10"	"EXPERIMENT_3_T_C01"	"EXPERIMENT_3_T_C02"	"EXPERIMENT_3_T_C03"	"EXPERIMENT_3_T_C04"	"EXPERIMENT_3_T_C05"	"EXPERIMENT_3_T_C06"	"EXPERIMENT_3_T_C07"	"EXPERIMENT_3_T_C08"	"EXPERIMENT_3_T_C09"	"EXPERIMENT_3_T_C10"	"EXPERIMENT_3_T_D01"	"EXPERIMENT_3_T_D02"	"EXPERIMENT_3_T_D03"	"EXPERIMENT_3_T_D04"	"EXPERIMENT_3_T_D05"	"EXPERIMENT_3_T_D06"	"EXPERIMENT_3_T_D07"	"EXPERIMENT_3_T_D08"	"EXPERIMENT_3_T_D09"	"EXPERIMENT_3_T_D10"	"EXPERIMENT_3_T_E01"	"EXPERIMENT_3_T_E02"	"EXPERIMENT_3_T_E03"	"EXPERIMENT_3_T_E04"	"EXPERIMENT_3_T_E05"	"EXPERIMENT_3_T_E06"	"EXPERIMENT_3_T_E07"	"EXPERIMENT_3_T_E08"	"EXPERIMENT_3_T_E09"	"EXPERIMENT_3_T_E10"	"EXPERIMENT_3_T_F01"	"EXPERIMENT_3_T_F02"	"EXPERIMENT_3_T_F03"	"EXPERIMENT_3_T_F04"	"EXPERIMENT_3_T_F05"	"EXPERIMENT_3_T_F06"	"EXPERIMENT_3_T_F07"	"EXPERIMENT_3_T_F08"	"EXPERIMENT_3_T_F09"	"EXPERIMENT_3_T_F10"	"EXPERIMENT_3_T_KN_hom1"	"EXPERIMENT_3_T_KN_hom2"	"EXPERIMENT_3_T_KN_hom_pl1"	"EXPERIMENT_3_T_KN_hom_pl2"	"EXPERIMENT_3_T_Neg_PCR"
"Zotu40"	2	37	0	0	0	6	0	14	0	8	0	0	1	37	0	2	2	2	0	0	0	0	0	0	0	0	8	24	139	63	0	0	0	0	0	0	0	0	217	0	95	132	0	0	0	7	0	0	0	0	0	0	33	27	58	59	155	286	0	0	0	0	0	0	0
"Zotu57"	33	26	4	61	0	189	0	32	2	121	0	68	27	100	15	15	21	8	8	20	28	10	2	0	9	15	15	15	62	22	0	0	0	10	0	12	71	85	104	0	9	19	17	0	6	6	0	26	320	205	35	0	26	31	233	159	0	0	0	0	0	0	0	0	0
"Zotu799"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu115"	17	25	3	7	0	24	0	16	0	0	0	0	1	10	0	0	4	7	1	2	0	6	0	0	0	0	0	5	5	2	0	0	0	0	0	0	0	30	0	0	0	9	0	0	2	5	0	0	87	47	0	0	13	10	535	449	0	0	0	0	0	0	0	0	0
"Zotu64"	6	11	8	3	0	0	0	0	23	19	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	20	51	59	138	1	0	150	154	8	71	484	459	18	50	20	19	15	0	22	40	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Zotu480"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	45	9	19	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu61"	6	43	0	12	0	92	0	41	0	46	0	300	17	160	6	11	9	21	3	23	42	9	0	0	6	5	15	14	88	37	0	0	0	0	0	0	44	49	42	0	50	47	0	0	55	65	0	0	46	46	0	0	43	25	218	159	0	0	0	0	0	0	0	0	0
"Zotu53"	5	7	26	0	6	9	4	0	9	7	13	37	16	0	15	2	12	0	21	1	0	5	2	8	0	0	16	13	20	0	40	38	0	0	21	25	5	0	28	19	0	3	5	19	0	2	52	6	0	1	13	0	0	6	1	1	0	0	0	0	8	0	0	0	11
"Zotu101"	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
"Zotu160"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu116"	129	4	45	104	0	58	0	32	0	8	0	0	5	17	12	16	9	12	6	1	0	0	18	1	24	33	42	6	7	6	32	13	56	39	0	7	58	37	0	18	0	8	7	18	14	70	33	0	10	8	83	20	24	36	2	1	37	67	0	0	0	0	0	0	0
"Zotu62"	26	112	7	51	0	3	28	14	5	10	6	12	42	0	46	66	19	4	31	29	12	13	20	0	34	30	29	24	45	27	0	0	37	17	0	0	83	58	105	14	20	39	45	7	37	69	18	0	25	67	6	23	6	19	0	0	1	1	0	0	0	0	0	0	0
"Zotu30"	8	130	40	33	90	43	6	26	82	17	0	40	83	34	92	133	84	52	0	2	0	0	601	31	207	336	0	0	0	0	28	50	136	65	0	0	0	0	0	0	0	0	0	0	0	0	45	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	36	26	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu81"	3	29	0	2	0	14	0	12	0	31	0	0	15	52	10	6	5	5	6	0	0	2	0	0	5	0	8	0	13	20	0	0	0	0	0	0	0	9	0	0	1	8	0	0	6	0	16	0	230	187	0	0	7	8	457	406	0	0	0	0	0	0	0	0	0
"Zotu118"	3	6	9	31	0	0	9	36	1	0	0	0	117	0	147	202	33	0	113	28	4	7	3	0	6	3	73	8	13	7	0	0	0	6	0	0	3	26	0	0	5	8	11	0	10	16	40	0	11	4	32	102	5	39	0	0	0	0	0	0	0	0	0	0	0
"Zotu240"	6	0	6	9	0	6	0	21	2	6	0	4	15	0	8	47	7	0	9	14	0	1	37	3	16	1	9	2	6	7	22	0	3	31	0	0	0	0	0	0	3	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu31"	4	125	1	0	0	0	57	131	49	237	93	128	794	82	838	945	370	29	6	3	0	0	174	17	30	50	312	77	109	165	14	0	65	45	0	7	42	14	89	293	12	38	0	0	0	0	168	23	87	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu8"	722	398	68	1170	217	1895	18	542	29	299	16	315	197	154	343	380	109	166	194	174	491	277	123	55	641	923	255	222	598	761	65	38	201	188	17	244	2229	2050	1085	164	745	672	172	95	917	893	137	157	1952	1084	95	70	621	390	259	277	0	0	4	0	0	0	0	0	0
"Zotu277"	515	0	4	119	21	35	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	7	13	7	59	0	0	6	7	0	0	1	4	0	0	0	4	23	10	32	49	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"Zotu7"	37	534	134	154	186	164	34	45	290	117	68	57	319	69	342	406	393	196	2	1	0	0	2169	87	876	1271	5	26	0	0	296	91	499	272	0	0	0	0	0	0	0	0	0	0	0	4	258	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"Zotu252"	1	0	0	0	0	19	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	3	21	0	5	8	0	0	0	0	0	0	0	10	2	0	0	12	1	0	0	0	0	0	0	0	7	0	0	27	18	2	0	0	0	0	0	0	0	0	0	0
"Zotu519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	14	0	0	0	0	0	4	0	0	0	0	0	0	0	7	59	31	31	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	50	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu112"	4	32	15	3	19	8	152	5	14	10	7	0	1	4	9	0	7	9	4	63	20	6	11	14	0	3	12	0	14	8	29	36	18	4	0	12	7	11	17	0	0	9	58	100	13	108	0	13	43	8	13	13	13	3	1	0	0	0	16	29	6	22	20	1	15
"Zotu2013"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu48"	0	0	0	0	0	0	40	24	4	95	25	46	266	47	497	125	102	15	1044	355	73	27	106	25	42	21	454	248	110	38	0	0	0	0	9	83	65	109	36	239	64	36	288	0	73	92	139	118	27	92	241	624	36	84	0	0	0	0	0	0	0	0	0	0	0
"Zotu354"	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	0	0	0	1	3	0	2	1	5	4	5	0	0	0	0	0	0	8	7	0	0	3	7	0	0	0	0	0	0	0	0	15	27	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu154"	18	71	0	3	9	0	0	23	0	51	0	0	0	0	200	278	59	2	4	3	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	40	3	33	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
"Zotu268"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	27	17	30	0	0	0	0	0	0	0	0	0	0	0	0	9	116	110	29	7	0	4	0	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu258"	19	14	0	105	0	27	0	0	0	0	0	0	40	0	36	26	17	4	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	3	18	19	53	0	27	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu47"	27	16	35	41	1	3	0	0	7	38	0	0	150	0	69	87	33	0	86	70	14	5	38	4	36	10	51	102	66	40	5	0	20	13	17	0	29	33	30	13	13	5	8	0	5	51	103	47	25	52	18	15	0	16	44	16	826	1280	0	0	0	0	0	0	0
"Zotu90"	35	74	42	87	16	51	0	61	6	117	85	38	85	22	105	147	49	16	41	60	42	31	47	7	66	48	18	11	49	59	0	0	15	6	0	0	0	0	0	0	0	0	53	13	41	67	11	12	76	76	68	12	15	57	2	2	3	2	0	0	0	0	0	0	0
"Zotu99"	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu71"	0	10	3	21	0	0	0	0	15	15	0	0	262	11	343	329	178	29	169	61	17	11	125	20	105	118	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	53	24	44	80	206	215	401	533	0	4	0	4	4	5	0	0	0	0	0	0	0	0	0
"Zotu54"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	13	3	14	0	0	0	0	3	16	127	201	3	25	21	14	0	21	156	140	0	0	18	39	64	0	30	31	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu1132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu904"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu301"	0	0	0	0	9	0	59	5	2	0	8	10	4	21	0	5	0	0	0	0	14	4	0	3	0	5	0	0	20	0	6	0	9	0	13	4	0	0	0	6	0	0	0	27	0	102	14	43	0	0	12	2	7	11	0	0	0	0	15	0	1	1	0	44	18
"Zotu89"	2	7	0	12	0	0	0	0	0	0	0	0	6	0	0	0	40	54	0	0	0	0	39	1	0	20	25	6	4	6	77	0	22	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu970"	4	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"Zotu416"	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	5	0	2	0	0	1	0	1	0	2	1	0	5	0	0	0	0	0	0	0	0	9	0	9	0	0	7	0	0	2	0	0	0	0	1	0	0	0	2	22	9	0	0	0	0	0	0	0	0	0
"Zotu341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	24	22	0	0	0	0	0	0	0	4	0	19	32	53	0	0	0	0	18	0	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu98"	97	23	16	56	0	30	0	0	2	70	0	0	41	6	63	67	35	2	26	22	0	1	39	5	48	56	201	31	52	26	0	0	32	17	18	40	122	118	0	0	0	0	20	17	41	99	0	0	4	12	102	87	20	51	0	0	0	0	0	0	0	0	0	0	0
"Zotu586"	0	0	3	0	0	0	0	8	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	10	6	3	4	0	0	2	0	0	0	3	0	5	14	0	3	5	0	0	14	6	9	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu176"	34	7	1	13	0	27	0	0	1	6	12	0	1	0	5	0	0	0	14	9	8	7	0	0	0	0	18	1	28	5	19	0	0	6	0	1	20	23	0	0	0	0	0	0	0	0	22	0	0	100	44	22	17	39	0	0	0	0	0	0	0	0	0	0	0
"Zotu97"	13	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	5	20	22	0	0	0	0	14	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu667"	0	0	0	0	5	11	0	0	0	0	9	0	0	0	5	4	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	21	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"Zotu297"	0	0	0	0	0	0	55	125	0	0	0	0	4	0	2	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	13	9	260	23	32	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu18"	12	41	0	55	0	132	0	60	0	36	0	69	2	14	0	2	18	51	0	9	5	1	12	14	146	199	0	4	9	0	0	0	0	6	0	0	46	26	14	0	32	27	0	0	59	21	0	0	8	3	14	9	786	342	98	92	4	9	0	0	0	0	0	0	0
"Zotu459"	0	0	0	0	0	0	7	8	0	11	0	0	0	0	0	0	0	0	32	18	12	7	0	0	3	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
"Zotu2533"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu311"	25	7	9	4	0	0	2	9	0	0	0	0	26	0	17	26	9	0	2	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	6	5	0	0	3	1	0	0	0	9	0	0	3	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0
"Zotu217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	60	30	31	0	0	0	0	0	0	0	0	0	0	0	0	11	70	766	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu1539"	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	2	9	9	0	0	0	0	0	0	0	0	0
"Zotu495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu172"	32	9	0	1	25	39	8	9	4	36	25	23	5	0	2	1	2	6	0	0	0	0	17	0	1	2	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	28	17	0	10	6	18	24	0	0	0	0	0	0	0	0	0	0	0
"Zotu162"	156	22	44	50	4	39	0	9	36	25	0	13	90	0	112	112	71	5	6	0	0	0	22	6	9	19	55	4	0	0	0	0	16	0	0	0	59	55	0	0	0	0	0	0	0	0	0	0	0	0	24	33	58	98	0	0	34	69	0	0	0	0	0	0	0
"Zotu210"	87	33	0	20	0	7	0	0	8	15	0	0	29	0	43	27	4	0	118	38	19	7	28	2	5	10	35	14	28	10	0	0	0	0	0	9	13	52	0	0	0	0	0	0	19	24	0	0	0	7	20	3	0	19	0	0	0	1	0	0	0	0	0	0	0
"Zotu1299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu35"	190	271	119	162	16	298	0	6	4	59	0	16	85	39	42	83	56	77	122	141	42	139	0	0	4	7	0	0	17	0	21	4	326	289	0	5	14	19	56	33	6	29	2	0	2	12	69	26	4	104	43	12	10	123	0	0	0	0	0	0	0	0	0	0	0
"Zotu282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	13	0	0	9	0	0	0	0	0	0	8	34	0	0	0	7	0	0	1	4	0	0	0	0	0	0	0
"Zotu70"	155	39	39	8	18	17	0	0	18	0	0	0	147	0	61	44	124	0	0	11	0	0	7	0	1	0	13	0	0	4	0	0	9	0	0	39	2	8	0	0	0	0	0	0	0	0	114	32	0	0	11	16	18	5	44	20	479	816	0	0	0	0	0	0	0
"Zotu897"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	12	0	16	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu597"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Zotu299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	0	0	7	8	0	3	0	1	6	0	87	50	43	35	0	0	6	7	0	0	0	0	43	90	14	10	0	11	12	203	19	11	28	74	9	3	0	48	0	0	0	0	0	0	0	0	0	0	0
"Zotu36"	31	205	21	7	10	10	24	0	9	7	9	0	17	0	36	22	7	0	67	2	7	0	524	0	0	0	24	3	12	0	0	0	0	0	0	0	25	34	15	14	80	27	50	38	41	140	37	0	30	14	0	10	36	6	123	110	0	0	0	0	0	0	0	0	0
"Zotu376"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu542"	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu1009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu441"	18	0	0	94	0	0	0	0	0	8	0	0	2	0	2	0	0	0	6	0	0	0	4	0	0	3	0	10	0	0	0	0	0	4	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0
"Zotu2432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu1799"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu79"	32	9	17	65	0	36	0	22	10	6	0	69	14	0	7	8	13	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	105	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	35	0	0	237	355	0	0	0	0	0	0	0
"Zotu1456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu43"	0	22	25	2	55	1	14	5	0	0	9	0	0	10	0	2	5	2	0	16	9	13	0	0	63	6	61	4	13	15	18	109	7	9	7	11	2	15	27	0	20	0	30	8	0	8	27	34	20	5	0	0	7	4	0	1	0	0	9	28	0	27	10	7	36
"Zotu524"	0	0	0	1	3	0	0	0	0	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu1010"	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu294"	5	0	0	0	20	0	9	0	0	0	0	12	0	13	0	0	0	3	0	1	0	0	0	0	0	0	6	0	7	0	0	17	6	5	0	0	0	0	18	0	0	6	0	0	0	0	16	0	0	12	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0
"Zotu1874"	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu238"	4	0	21	4	35	0	145	4	1	6	7	4	2	13	0	5	2	4	0	5	0	0	3	0	6	2	4	9	2	0	0	28	3	1	0	24	1	2	20	11	1	0	14	15	3	2	16	23	29	17	22	2	4	3	0	0	0	0	0	0	0	0	8	7	29
"Zotu247"	0	0	0	6	0	0	0	0	0	2	6	35	0	0	0	3	0	11	0	5	0	0	0	1	7	17	0	0	0	5	0	27	0	0	0	8	0	0	28	0	0	0	5	0	0	0	0	12	4	6	20	32	4	4	0	0	0	0	0	0	0	0	0	47	0
"Zotu6"	407	1586	137	306	94	94	261	578	344	435	90	758	341	17	392	843	250	18	441	253	122	51	240	35	114	148	365	498	98	86	31	0	2	22	19	39	971	1230	1017	60	418	473	834	342	952	1275	145	251	479	227	38	0	395	216	0	0	4304	5547	0	0	0	0	0	0	0
"Zotu1481"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu134"	7	0	9	0	37	0	19	0	6	0	23	0	0	0	5	0	4	0	39	7	0	2	1	1	0	0	23	5	0	7	70	51	0	4	0	10	4	0	30	19	0	0	18	13	0	4	119	22	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu344"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu1166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Zotu2534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu744"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zotu1640"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
