#OTU ID	EXPERIMENT_3_T_A01	EXPERIMENT_3_T_A02	EXPERIMENT_3_T_A03	EXPERIMENT_3_T_A04	EXPERIMENT_3_T_A05	EXPERIMENT_3_T_A06	EXPERIMENT_3_T_A07	EXPERIMENT_3_T_A08	EXPERIMENT_3_T_A09	EXPERIMENT_3_T_A10	EXPERIMENT_3_T_B01	EXPERIMENT_3_T_B02	EXPERIMENT_3_T_B03	EXPERIMENT_3_T_B04	EXPERIMENT_3_T_B05	EXPERIMENT_3_T_B06	EXPERIMENT_3_T_B07	EXPERIMENT_3_T_B08	EXPERIMENT_3_T_B09	EXPERIMENT_3_T_B10	EXPERIMENT_3_T_C01	EXPERIMENT_3_T_C02	EXPERIMENT_3_T_C03	EXPERIMENT_3_T_C04	EXPERIMENT_3_T_C05	EXPERIMENT_3_T_C06	EXPERIMENT_3_T_C07	EXPERIMENT_3_T_C08	EXPERIMENT_3_T_C09	EXPERIMENT_3_T_C10	EXPERIMENT_3_T_D01	EXPERIMENT_3_T_D02	EXPERIMENT_3_T_D03	EXPERIMENT_3_T_D04	EXPERIMENT_3_T_D05	EXPERIMENT_3_T_D06	EXPERIMENT_3_T_D07	EXPERIMENT_3_T_D08	EXPERIMENT_3_T_D09	EXPERIMENT_3_T_D10	EXPERIMENT_3_T_E01	EXPERIMENT_3_T_E02	EXPERIMENT_3_T_E03	EXPERIMENT_3_T_E04	EXPERIMENT_3_T_E05	EXPERIMENT_3_T_E06	EXPERIMENT_3_T_E07	EXPERIMENT_3_T_E08	EXPERIMENT_3_T_E09	EXPERIMENT_3_T_E10	EXPERIMENT_3_T_F01	EXPERIMENT_3_T_F02	EXPERIMENT_3_T_F03	EXPERIMENT_3_T_F04	EXPERIMENT_3_T_F05	EXPERIMENT_3_T_F06	EXPERIMENT_3_T_F07	EXPERIMENT_3_T_F08	EXPERIMENT_3_T_F09	EXPERIMENT_3_T_F10	EXPERIMENT_3_T_KN_hom1	EXPERIMENT_3_T_KN_hom2	EXPERIMENT_3_T_KN_hom_pl1	EXPERIMENT_3_T_KN_hom_pl2	EXPERIMENT_3_T_Neg_PCR
OTU41	27	16	35	41	1	3	0	0	7	38	0	0	150	0	69	87	33	0	85	70	14	5	38	4	36	10	51	102	66	40	5	0	20	13	17	0	29	33	30	13	13	5	8	0	5	51	103	47	25	52	18	15	0	16	44	16	826	1280	0	0	0	0	0	0	0
OTU229	19	14	0	105	0	27	0	0	0	0	0	0	40	0	36	26	17	4	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	3	18	19	53	0	27	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU87	35	74	42	87	16	51	0	61	6	117	85	38	85	22	105	147	49	16	41	60	42	31	47	7	66	48	18	11	49	59	0	0	15	6	0	0	0	0	0	0	0	0	53	13	41	67	11	12	76	76	68	12	15	57	2	2	3	2	0	0	0	0	0	0	0
OTU70	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU69	7	22	17	52	0	0	9	0	15	21	0	24	278	11	348	336	189	29	182	61	17	11	133	22	114	123	0	0	0	0	0	0	0	0	0	0	2	4	0	31	0	0	53	24	44	80	206	215	401	533	10	4	0	20	4	5	0	0	0	0	0	0	0	0	0
OTU50	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	13	3	14	0	0	0	0	3	16	127	201	3	25	21	14	0	21	156	140	0	0	18	39	64	0	30	31	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU332	8	0	0	3	0	0	0	0	0	0	0	0	3	0	48	23	4	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	1	0	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	33	42	0	14	0	0	0	0	0	0	0	0	0	0	0
OTU720	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU83	2	7	0	12	0	0	0	0	0	0	0	0	6	0	0	0	40	54	0	0	0	0	39	1	0	20	25	6	4	6	77	0	22	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU197	6	0	0	0	0	0	0	0	14	0	0	0	0	6	2	0	1	3	21	1	0	0	0	0	0	0	0	2	0	0	0	15	4	0	3	2	0	4	0	0	0	1	0	0	6	0	1	1	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	0	0
OTU271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	24	22	0	0	0	0	0	0	0	4	0	19	32	53	0	0	0	0	18	0	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU90	97	23	16	56	0	30	0	0	2	70	0	0	41	6	63	67	35	2	26	22	0	1	39	5	48	56	201	31	52	26	0	0	32	17	18	40	122	118	0	0	0	0	20	17	41	99	0	0	4	12	102	87	20	51	0	0	0	0	0	0	0	0	0	0	0
OTU366	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU416	0	0	3	0	2	0	0	8	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	10	6	3	4	0	0	2	0	0	0	3	0	5	14	0	3	5	0	0	14	6	9	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU150	34	7	1	13	0	27	0	0	1	6	12	0	1	0	5	0	0	0	14	9	8	7	0	0	0	0	18	1	28	5	19	0	0	6	0	1	20	23	0	0	0	0	0	0	0	0	22	0	0	100	44	22	17	39	0	0	0	0	0	0	0	0	0	0	0
OTU79	13	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	5	20	22	0	0	0	0	14	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU512	0	0	0	0	5	11	0	0	0	0	9	0	0	0	5	4	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	21	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0
OTU252	0	0	0	0	0	0	55	125	0	0	0	0	4	0	2	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	13	9	260	23	32	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU19	12	41	0	55	0	132	0	60	0	36	0	69	2	14	0	2	18	51	0	9	5	1	12	14	146	199	0	4	9	0	0	0	0	6	0	0	46	26	14	0	32	27	0	0	59	21	0	0	8	3	14	9	786	342	98	92	4	9	0	0	0	0	0	0	0
OTU337	7	0	0	0	0	6	7	8	0	11	0	0	8	0	0	0	0	0	32	18	12	7	0	0	3	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
OTU1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU226	25	7	9	4	0	0	2	9	0	0	0	0	26	0	18	26	12	0	2	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	6	5	0	0	3	1	0	0	0	9	0	0	3	0	0	0	10	8	3	3	0	0	0	0	0	0	0	0	0
OTU202	15	33	0	58	0	0	5	19	0	0	1	0	6	0	14	5	0	3	63	60	30	31	11	2	3	21	0	0	0	0	0	0	0	0	11	70	766	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU124	247	0	1	15	18	18	0	0	0	0	29	5	0	0	0	0	0	0	0	0	0	0	17	1	20	20	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	53	0	25	182	0	0	0	0	0	4	0	0	5	1	0	0	0	0	0	0	0	0	0
OTU146	59	21	2	3	25	39	8	9	4	36	25	23	7	0	3	5	5	6	0	0	0	0	17	0	1	3	36	8	0	3	0	0	4	2	0	0	0	0	3	2	2	0	0	0	0	0	22	28	17	0	18	7	31	36	0	0	0	0	0	0	0	0	0	0	0
OTU152	156	22	44	50	4	39	0	9	36	25	0	13	90	0	112	112	71	5	6	0	0	0	22	6	9	19	55	4	0	0	0	0	16	0	0	0	59	55	0	0	0	0	0	0	0	0	0	0	0	0	24	33	58	98	0	0	34	69	0	0	0	0	0	0	0
OTU186	89	33	7	36	4	13	0	0	8	37	2	0	51	0	55	78	8	0	124	42	19	7	69	4	13	15	58	26	46	26	0	0	41	41	0	9	15	55	11	15	0	11	19	6	154	173	0	9	13	55	20	17	41	76	47	25	0	1	0	0	0	0	0	0	0
OTU34	190	271	119	162	16	298	0	6	4	59	0	16	85	39	42	83	56	77	122	141	42	139	0	0	4	7	0	0	17	0	21	4	326	289	0	5	14	19	56	33	6	29	2	0	2	12	69	26	4	104	43	12	10	123	0	0	0	0	0	0	0	0	0	0	0
OTU66	155	39	39	8	18	17	0	0	18	0	0	42	151	16	61	55	138	27	8	14	0	7	8	0	15	11	13	0	0	17	0	0	9	0	0	39	2	8	0	0	0	0	0	0	0	0	114	32	0	0	42	24	18	50	44	20	479	816	0	0	0	0	0	0	0
OTU86	8	0	13	36	0	0	13	79	0	13	8	18	4	0	0	1	3	0	7	9	27	36	13	4	3	14	0	0	0	24	0	0	0	0	0	5	0	17	52	31	3	22	0	0	92	42	0	126	2	17	0	12	10	21	0	0	3	1	0	0	0	0	0	0	0
OTU580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	12	0	16	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU254	0	0	4	14	0	0	0	0	0	0	7	0	0	0	17	38	0	0	7	8	0	3	0	1	6	0	107	50	50	35	0	0	6	7	0	0	0	0	43	91	14	10	0	11	12	203	19	11	28	74	9	3	0	48	0	0	0	0	0	0	0	0	0	0	0
OTU35	65	230	21	9	10	84	53	0	35	7	95	14	28	11	41	23	8	0	95	10	7	0	635	6	73	98	24	10	21	0	16	0	33	29	0	98	26	40	109	19	80	35	50	38	41	142	37	0	30	16	15	10	48	10	132	114	0	0	0	0	0	0	0	0	0
OTU279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	8	17	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0
OTU609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU38	0	22	25	2	55	1	14	5	0	0	9	0	0	10	0	2	5	2	0	16	9	13	0	0	63	6	61	9	13	15	18	109	7	9	7	11	2	15	27	0	20	0	30	8	0	8	27	34	20	5	0	0	7	4	0	1	0	0	9	28	0	32	10	7	36
OTU355	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU342	0	0	0	1	3	0	0	0	0	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU237	5	0	0	0	20	0	9	0	0	0	0	23	0	13	0	0	0	3	2	1	0	0	0	0	0	0	6	0	7	9	0	17	6	5	0	0	0	0	18	0	0	6	0	0	0	0	16	0	0	18	0	5	0	0	0	0	0	0	1	0	3	8	0	13	0
OTU379	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU207	4	0	21	4	35	0	145	4	1	11	7	4	2	13	0	5	3	4	0	7	2	0	3	0	6	2	4	9	2	0	8	28	3	3	0	24	1	2	20	11	1	0	14	15	3	2	16	23	29	17	22	2	4	3	0	0	0	0	0	0	0	0	8	7	29
OTU211	0	0	0	6	0	0	0	0	0	2	6	35	0	0	0	3	0	11	0	5	0	0	0	1	7	17	0	0	0	5	0	27	0	0	0	8	0	0	28	0	0	0	5	0	0	0	0	12	4	6	20	32	4	4	0	0	0	0	0	0	0	0	0	47	0
OTU7	407	1586	137	306	94	94	261	578	344	435	90	758	341	17	392	843	250	18	441	253	122	51	240	35	114	148	365	498	98	86	31	0	2	22	19	39	971	1230	1017	60	418	473	834	342	952	1275	145	251	479	227	38	0	395	216	0	0	4304	5547	0	0	0	0	0	0	0
OTU80	6	6	10	42	36	29	5	3	9	25	6	19	25	0	16	26	31	6	34	3	0	2	0	0	0	0	13	8	0	2	25	34	1	4	17	11	8	1	2	18	0	4	5	0	0	6	42	18	0	0	0	8	7	20	1	0	6	8	0	0	0	0	0	0	7
OTU258	16	12	5	1	13	0	0	18	0	1	4	39	5	22	16	20	3	13	1	0	0	3	2	0	0	6	6	1	7	14	0	18	23	0	0	0	17	4	9	15	0	0	30	9	25	0	0	7	7	3	0	9	6	6	0	1	0	0	5	0	23	4	38	36	0
OTU268	2	0	0	3	9	0	0	0	3	0	0	0	0	0	0	14	6	0	15	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	26	4	0	0	0	0	3	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0
OTU126	6	12	35	1	13	16	0	6	10	27	0	9	1	3	10	0	1	8	270	116	19	20	0	4	8	17	9	15	15	29	0	0	3	0	12	21	2	1	8	51	8	2	50	14	15	17	25	21	24	6	15	77	14	6	0	0	0	0	3	15	3	18	37	5	0
OTU110	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU189	0	1	0	0	0	2	0	3	4	0	0	0	1	6	0	0	2	0	0	0	13	0	1	0	0	5	0	5	0	0	2	1	5	0	3	7	2	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	9	7	5	7	7	0
OTU164	15	7	4	51	0	42	0	13	0	0	0	70	0	20	0	0	0	15	16	4	0	6	1	7	7	25	1	8	0	5	0	0	0	21	0	0	62	40	10	0	12	0	0	0	27	20	53	0	5	0	22	0	27	19	0	0	600	900	0	0	0	0	0	0	0
OTU151	32	67	0	4	11	0	0	0	5	4	16	10	16	0	20	30	4	0	59	21	0	0	26	2	11	13	247	20	55	58	0	0	0	1	0	0	0	0	17	53	3	0	14	0	0	0	25	0	5	9	0	15	20	6	60	25	0	0	0	0	0	0	0	0	0
OTU625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU334	5	0	0	3	0	0	0	4	0	0	0	0	9	0	29	31	2	0	0	0	0	0	9	0	32	10	54	5	18	24	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU101	41	0	0	18	0	18	0	8	0	0	0	26	1	0	0	5	5	2	0	0	0	0	3	2	0	7	0	0	8	0	0	0	0	17	0	5	87	70	94	7	23	31	49	17	204	185	0	0	0	0	0	0	16	0	185	149	0	0	0	0	0	0	0	0	0
OTU385	1	4	0	6	0	0	0	0	0	0	0	0	28	0	26	36	13	0	7	5	0	7	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	15	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU25	212	243	2	2	0	0	0	0	22	18	0	0	33	16	0	0	0	0	0	0	0	0	35	1	0	292	0	0	0	0	0	20	90	9	0	0	0	0	37	0	30	6	0	0	0	0	0	0	0	0	58	131	148	128	0	0	0	0	0	0	0	0	0	0	0
OTU290	0	10	0	0	0	0	0	0	0	0	0	0	2	0	2	16	0	0	171	21	8	7	5	0	0	0	7	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU181	8	0	7	1	0	0	0	0	0	0	0	0	136	15	212	195	80	0	0	0	0	0	6	6	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU357	8	0	0	37	18	8	0	0	0	0	0	0	1	0	20	4	11	0	9	4	2	0	9	0	10	3	44	18	7	7	0	0	11	0	0	0	9	7	0	100	0	1	0	0	0	0	62	48	0	13	0	24	6	3	0	0	0	0	0	0	0	0	0	0	0
OTU1115	16	0	30	58	38	39	19	1	14	45	27	0	19	0	16	44	23	3	64	11	0	0	2	1	0	0	27	13	0	5	67	47	2	8	1	17	6	7	27	18	0	8	16	13	0	8	112	20	0	0	10	20	15	21	0	1	7	6	0	0	0	0	0	0	0
OTU131	12	2	9	9	5	0	40	6	0	3	6	27	43	5	41	14	5	0	4	0	0	0	4	0	0	3	6	0	13	0	0	17	1	0	0	0	0	0	0	11	0	0	10	0	0	0	15	0	0	5	0	4	0	7	0	0	0	0	0	0	3	0	0	0	0
OTU118	21	4	10	46	3	1	5	17	7	28	2	7	127	0	95	136	30	9	51	25	6	13	26	13	11	16	93	34	32	23	1	0	0	0	1	18	21	24	0	15	13	6	12	22	1	19	9	31	5	57	4	6	7	4	0	0	0	0	0	0	0	0	0	0	0
OTU205	0	0	0	0	0	0	0	0	0	0	0	0	207	9	3	0	96	5	0	0	0	0	50	10	24	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU97	0	17	0	0	21	0	0	0	0	0	0	0	550	18	761	778	19	0	69	29	0	3	9	1	0	0	177	68	18	13	0	0	10	0	0	0	14	1	0	0	0	0	0	0	0	0	41	77	50	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU28	393	22	140	27	13	0	0	0	8	0	0	0	1895	0	2843	2936	603	0	1178	144	7	22	72	5	9	11	811	48	132	72	0	0	0	1	6	55	7	47	0	0	0	0	254	64	114	396	265	213	51	55	121	336	9	48	0	0	4	12	0	0	0	0	0	0	0
OTU308	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
OTU92	3	18	0	0	0	0	31	18	18	41	37	38	526	36	485	464	191	5	222	57	16	17	51	13	18	8	144	19	0	0	0	0	5	0	0	0	10	11	0	23	0	15	0	0	0	0	64	83	4	43	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0
OTU275	19	0	0	0	0	0	1	9	0	0	16	5	5	0	2	3	0	0	7	1	0	0	14	2	8	13	25	6	10	12	0	0	0	0	0	0	1	8	7	14	1	4	36	0	15	37	0	4	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
OTU104	16	0	0	54	0	11	0	10	0	4	0	0	0	45	3	5	0	7	3	3	0	0	4	0	40	39	0	10	15	16	0	0	22	4	0	0	4	1	5	8	12	15	0	0	0	0	0	0	0	8	0	4	6	11	31	18	6	13	0	0	0	0	0	0	0
OTU971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU1273	0	5	0	0	8	3	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	9	0	0	0	3	0	5	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0
OTU313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	23	7	4	153	25	171	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU228	83	0	0	68	3	17	0	0	0	0	0	0	11	0	0	36	0	0	1	0	0	0	0	0	0	2	22	0	2	0	0	0	0	0	0	0	4	13	0	0	0	0	28	0	8	56	47	17	5	104	0	0	0	10	12	12	0	0	0	0	0	0	0	0	0
OTU16	4	216	4	43	15	127	5	356	0	69	5	36	33	62	10	70	36	30	117	152	310	126	7	11	37	48	169	213	695	1157	57	26	337	201	0	0	0	0	427	126	772	608	71	39	562	623	0	0	14	36	39	16	232	544	0	0	0	0	0	0	0	0	0	0	0
OTU137	24	6	14	2	0	2	0	0	0	0	0	0	0	0	10	3	0	0	31	8	0	0	225	1	5	5	1	0	0	0	12	0	17	34	0	0	15	13	51	15	5	25	0	54	14	40	0	0	0	2	16	18	6	35	0	0	0	0	0	0	0	0	0	0	0
OTU234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	2	3	5	0	0	0	0	0	0	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU55	0	0	0	8	0	2	0	0	0	0	0	0	12	0	2	0	9	2	0	2	0	2	1	5	16	8	0	0	0	0	0	0	0	0	0	0	31	12	8	0	0	13	0	0	9	16	0	0	0	0	0	0	418	173	5	2	0	0	0	0	0	0	0	0	0
OTU634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU220	11	81	0	20	0	0	0	0	0	0	0	0	15	0	4	17	10	9	9	5	6	9	4	0	6	7	16	7	16	47	0	23	33	7	0	0	0	6	0	6	2	2	0	0	11	5	0	0	0	40	4	7	0	70	0	0	0	0	0	0	0	0	0	0	0
OTU39	11	114	0	5	0	0	81	17	25	23	10	30	20	18	27	19	17	6	51	3	16	2	28	1	8	5	27	8	12	6	0	0	6	0	0	53	56	57	0	5	9	2	32	7	27	90	0	0	47	17	10	0	4	2	12	8	0	0	0	0	0	0	0	0	0
OTU227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	62	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	4	401	251	0	0	0	0	0	0	0	0	0	0	0
OTU981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	6	0	0	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
